t,epsilon,error_raw,error_norm,stim_current,stim_freq
75,0.1,2.6743770671236966,0.6905211894966075,0.6022028936190712,6.083799333083848
76,0.1,2.693508359617042,0.6954608679778174,0.601930781607493,6.079447399099029
77,0.1,2.712258010726952,0.7003020070775429,0.6016713436420122,6.075312130258972
78,0.1,2.7306227875417455,0.7050437720615769,0.6014239795005806,6.071382726786692
79,0.1,2.7485994413861197,0.7096853241255634,0.6011881192591378,6.067648929180943
80,0.1,2.766184700542217,0.7142258185155838,0.6009632217799626,6.064100991205677
81,0.1,2.7833752845309108,0.7186644082155699,0.6007487732748398,6.060729654229268
82,0.1,2.800167860930885,0.7230002327980375,0.6005442859437866,6.0575261228504935
83,0.1,2.816559113086226,0.7272324359061123,0.6003492966766759,6.054482041738048
84,0.1,2.832541805273273,0.7313591492839785,0.6001633669047468,6.05158947471305
85,0.1,2.848105737715097,0.7353777393605573,0.5999860823658277,6.048840884783716
86,0.1,2.863247149865292,0.7392872351669418,0.602576754016286,6.0448679675812835
87,0.1,2.877962399008693,0.7430866961581208,0.6022776169807019,6.0424542698674495
88,0.1,2.892247945642241,0.7467752084383342,0.6019929064926807,6.04016072673509
89,0.1,2.906097464651166,0.7503511388699708,0.6017219432381491,6.037981372468438
90,0.1,2.919493527054204,0.753809987309419,0.6051344053153618,6.041577530209594
91,0.1,2.9324271408475786,0.7571494320312868,0.6057481756392643,6.038574116580268
92,0.1,2.944895767011882,0.7603688174635823,0.6052882479606181,6.0364728918545705
93,0.1,2.956897018478018,0.7634675272677152,0.6048510069783409,6.034476418677595
94,0.1,2.9684286511849773,0.7664449820296242,0.6044353648578465,6.032579505972138
95,0.1,2.979488633815773,0.7693006572655186,0.6040402888584778,6.030777222917055
96,0.1,2.990075084604241,0.7720340671054639,0.6036647985838639,6.029064885939512
97,0.1,3.0001863478519537,0.7746447840499646,0.603307963365148,6.027438046353013
98,0.1,3.009820953972729,0.7771324286535,0.6029688997805284,6.025892478618999
99,0.1,3.018977707162746,0.7794966921608512,0.602646769295066,6.0244241691916125
100,0.1,3.0276556137155217,0.7817373179981074,0.602340776027106,6.023029305928825
101,0.1,3.0358365544308827,0.783849627807901,0.6020501665193065,6.021704269925939
102,0.1,3.043556689691908,0.7858429581609957,0.6017742238626144,6.020445622098915
103,0.1,3.050972861822925,0.787757805571398,0.6015122569951425,6.019250085319627
104,0.1,3.0580904266619178,0.7895955529105294,0.6012636086902138,6.018114545598474
105,0.1,3.0649148152781476,0.7913576024744431,0.6010276539961918,6.017036044059038
106,0.1,3.0714515220111758,0.7930453728955138,0.6008037987160196,6.016011769275723
107,0.1,3.0777061254952423,0.7946603045709084,0.6005914779340403,6.015039049965758
108,0.1,3.083701002220426,0.796208175085522,0.6003901539836015,6.014115347413732
109,0.1,3.0894199546045025,0.7976848022416074,0.6001993193538547,6.013238253112478
110,0.1,3.0948645654530105,0.7990905947177975,0.6000184924714889,6.01240547954218
111,0.1,3.100039183186604,0.8004266752714774,0.599847216112179,6.011614853829336
112,0.1,3.104948457656101,0.8016942444889655,0.5996850561723609,6.010864312003659
113,0.1,3.109597325258696,0.8028945769425372,0.5995316005066492,6.010151893546382
114,0.1,3.1139906363114065,0.804028924978661,0.5993864575959933,6.00947573598374
115,0.1,3.118352912693215,0.8051552598972141,0.5992492411018667,6.008834055570225
116,0.1,3.1227575506168748,0.8062925325188414,0.5991195792622382,6.008225153007178
117,0.1,3.1272160898892847,0.8074437224088717,0.5989971164237213,6.007647411481414
118,0.1,3.1317418334765166,0.8086122643783753,0.5988815117895038,6.007099292094312
119,0.1,3.136338661050015,0.8097991601542117,0.5987724417504436,6.00657933304001
120,0.1,3.1410108309291327,0.81100550922971,0.5986695992394812,6.006086145964568
121,0.1,3.1457638453941557,0.8122327322875312,0.5985726939914383,6.005618413380271
122,0.1,3.1506045114049566,0.8134825868771568,0.5965082905344,6.00621605636993
123,0.1,3.1555352711742883,0.8147557035752082,0.5965211131483916,6.005743490692145
124,0.1,3.160557608201103,0.8160524654194679,0.5965341675936887,6.005295426260254
125,0.1,3.1656762324015024,0.8173740885050439,0.5948132739020283,6.002434729522913
126,0.1,3.1708946654978223,0.8187214821367336,0.5949135141561311,6.002153896995972
127,0.1,3.176219005469503,0.820096220806058,0.5950096637400015,6.001888027437849
128,0.1,3.1816587107350633,0.8215007466661775,0.5923652372385141,6.000371283436284
129,0.1,3.1872202531274603,0.8229367307371761,0.5925906955802391,6.00019643946812
130,0.1,3.192909049868019,0.8244055717395855,0.5928058550468855,6.000031311740372
131,0.1,3.1987326191964005,0.8259092108745393,0.5930112517071706,5.999875435565983
132,0.1,3.2047017389351744,0.8274504309638586,0.5932073997126264,5.999728374378498
133,0.1,3.210826521380457,0.8290318429911735,0.5933947886307441,5.999589714563323
134,0.1,3.2171177536601068,0.8306562321809206,0.5935738846221691,5.999459064258118
135,0.1,3.2235859171781622,0.8323263048199856,0.5937451317456005,5.999336052399751
136,0.1,3.2301946700266493,0.8340326774680783,0.5945879574491298,6.002725165821625
137,0.1,3.2369466308988937,0.8357760262689081,0.5947107561612729,6.002441104115142
138,0.1,3.2438444805025903,0.8375570433782255,0.5948285635934064,6.002172394149582
139,0.1,3.2508909680490747,0.839376438639345,0.5957669658666954,6.005566301899204
140,0.1,3.2580888957616287,0.8412349355832067,0.5958343017456899,6.005143670976572
141,0.1,3.2654411397672765,0.8431332768226152,0.5958994612038628,6.004743361973201
142,0.1,3.2729506279625147,0.845072218337195,0.5959625671584304,6.004364272889301
143,0.1,3.2806208334678937,0.8470526568828165,0.5960237384931979,6.004005358937525
144,0.1,3.2884557535003656,0.8490756245364586,0.596083089037762,6.003665628459873
145,0.1,3.296459510283331,0.8511421856516266,0.5961407273498435,6.0033441398008485
146,0.1,3.3046363567469323,0.8532534383301614,0.5961967569713935,6.0030399987998475
